Mês,Real,Previsto,Erro,Erro %
2024-09,"92.096.063,97","71.557.573,37","20.538.490,60","22,30"
2024-10,"55.202.325,00","71.735.675,24","-16.533.350,24","-29,95"
2024-11,"32.023.191,81","38.405.156,60","-6.381.964,79","-19,93"
2024-12,"33.321.081,90","35.419.343,06","-2.098.261,16","-6,30"
2025-01,"67.893.963,58","73.769.842,45","-5.875.878,87","-8,65"
2025-02,"63.920.187,69","63.383.013,62","537.174,07","0,84"
2025-03,"117.411.146,80","100.927.289,22","16.483.857,58","14,04"
2025-04,"421.225.768,60","375.988.543,62","45.237.224,98","10,74"
2025-05,"122.565.321,80","113.988.396,66","8.576.925,14","7,00"
2025-06,"108.588.185,20","100.085.268,17","8.502.917,03","7,83"
2025-07,"109.749.720,70","104.382.233,59","5.367.487,11","4,89"
2025-08,"98.388.157,99","94.184.616,34","4.203.541,65","4,27"
