Mês,Valores_Previstos
2025-09,"1.636.212.496,96"
2025-10,"1.689.157.677,95"
2025-11,"1.905.386.128,41"
2025-12,"2.862.936.903,99"
2026-01,"1.900.249.416,44"
2026-02,"2.122.272.961,73"
2026-03,"1.917.975.121,58"
2026-04,"1.877.473.905,69"
2026-05,"2.214.049.745,58"
2026-06,"2.008.663.487,31"
2026-07,"1.747.660.846,56"
2026-08,"1.868.893.798,01"
