Mês,Real,Previsto,Erro,Erro %
2024-09,"32.985.180,91","47.484.480,56","-14.499.299,65","-43,96"
2024-10,"53.005.027,09","47.529.874,21","5.475.152,88","10,33"
2024-11,"64.586.047,91","52.440.567,95","12.145.479,96","18,81"
2024-12,"74.127.337,22","69.306.357,33","4.820.979,89","6,50"
2025-01,"38.802.016,61","52.151.664,76","-13.349.648,15","-34,40"
2025-02,"48.448.748,41","60.783.812,09","-12.335.063,68","-25,46"
2025-03,"50.381.586,13","53.769.888,30","-3.388.302,17","-6,73"
2025-04,"81.805.929,88","66.207.025,44","15.598.904,44","19,07"
2025-05,"15.133.256,06","53.582.189,63","-38.448.933,57","-254,07"
2025-06,"51.812.211,85","52.371.384,09","-559.172,24","-1,08"
2025-07,"60.513.062,53","54.985.477,24","5.527.585,29","9,13"
2025-08,"71.672.458,34","54.178.368,68","17.494.089,66","24,41"
