Mês,Real,Previsto,Erro,Erro %
2024-09,"89.424.542,19","798.190.138,93","-708.765.596,74","-792,59"
2024-10,"89.074.783,76","796.353.521,80","-707.278.738,04","-794,03"
2024-11,"99.878.793,40","808.298.187,90","-708.419.394,50","-709,28"
2024-12,"148.068.270,50","811.375.796,35","-663.307.525,85","-447,97"
2025-01,"107.171.168,50","816.779.613,30","-709.608.444,80","-662,13"
2025-02,"104.387.163,10","811.414.863,89","-707.027.700,79","-677,31"
2025-03,"99.020.474,89","807.402.975,62","-708.382.500,73","-715,39"
2025-04,"103.312.743,60","818.007.254,12","-714.694.510,52","-691,78"
2025-05,"99.575.435,31","813.202.269,33","-713.626.834,02","-716,67"
2025-06,"101.808.836,00","818.415.724,68","-716.606.888,68","-703,87"
2025-07,"102.610.665,80","824.066.828,98","-721.456.163,18","-703,10"
2025-08,"104.760.179,20","820.016.137,65","-715.255.958,45","-682,76"
