Mês,Real,Previsto,Erro,Erro %
2024-09,"113.270.390,50","61.109.618,90","52.160.771,60","46,05"
2024-10,"71.310.563,16","54.839.408,47","16.471.154,69","23,10"
2024-11,"83.907.229,05","61.126.638,47","22.780.590,58","27,15"
2024-12,"109.964.004,50","85.605.895,26","24.358.109,24","22,15"
2025-01,"57.120.761,92","49.851.674,53","7.269.087,39","12,73"
2025-02,"87.784.782,54","57.302.134,26","30.482.648,28","34,72"
2025-03,"71.988.604,85","72.466.524,10","-477.919,25","-0,66"
2025-04,"38.997.927,54","80.440.932,58","-41.443.005,04","-106,27"
2025-05,"67.796.479,70","66.846.885,23","949.594,47","1,40"
2025-06,"61.942.744,62","72.555.790,94","-10.613.046,32","-17,13"
2025-07,"168.582.844,00","74.350.934,68","94.231.909,32","55,90"
2025-08,"91.018.273,95","54.845.599,86","36.172.674,09","39,74"
