Mês,Valores_Previstos
2025-09,"3.193.472.419,37"
2025-10,"3.252.048.687,17"
2025-11,"3.243.172.320,71"
2025-12,"3.922.926.241,81"
2026-01,"3.217.548.415,21"
2026-02,"3.494.054.228,72"
2026-03,"3.197.841.146,11"
2026-04,"3.211.012.493,22"
2026-05,"3.874.159.610,25"
2026-06,"3.512.277.376,30"
2026-07,"3.465.528.430,48"
2026-08,"3.399.390.904,84"
