Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),710637476.4343612,"710.637.476,43"
MAE (Mean Absolute Error),500517948.10313207,"500.517.948,10"
MAPE (Mean Absolute % Error),12.791579059700512,"12,79"
