Mês,Real,Previsto,Erro,Erro %
2024-09,"389.952.461,50","332.466.638,63","57.485.822,87","14,74"
2024-10,"946.992.920,50","648.294.507,31","298.698.413,19","31,54"
2024-11,"222.693.358,40","293.311.306,20","-70.617.947,80","-31,71"
2024-12,"143.789.733,60","239.567.893,69","-95.778.160,09","-66,61"
2025-01,"433.534.162,30","286.892.177,27","146.641.985,03","33,82"
2025-02,"182.513.094,00","182.078.550,92","434.543,08","0,24"
2025-03,"180.361.447,50","187.463.846,42","-7.102.398,92","-3,94"
2025-04,"175.812.574,60","182.463.589,89","-6.651.015,29","-3,78"
2025-05,"173.323.529,30","187.059.674,74","-13.736.145,44","-7,93"
2025-06,"176.842.448,50","189.541.114,27","-12.698.665,77","-7,18"
2025-07,"201.753.228,60","219.728.686,09","-17.975.457,49","-8,91"
2025-08,"219.009.525,80","280.410.863,69","-61.401.337,89","-28,04"
