Mês,Real,Previsto,Erro,Erro %
2024-09,"845.250.875,50","909.453.888,83","-64.203.013,33","-7,60"
2024-10,"901.471.680,20","978.227.178,25","-76.755.498,05","-8,51"
2024-11,"1.152.943.055,00","1.181.634.936,92","-28.691.881,92","-2,49"
2024-12,"1.294.295.406,00","1.254.843.907,86","39.451.498,14","3,05"
2025-01,"1.174.185.973,00","1.232.224.715,44","-58.038.742,44","-4,94"
2025-02,"1.576.092.471,00","1.549.116.975,00","26.975.496,00","1,71"
2025-03,"1.037.834.327,00","1.033.086.227,58","4.748.099,42","0,46"
2025-04,"1.054.553.569,00","1.109.374.371,13","-54.820.802,13","-5,20"
2025-05,"1.345.291.801,00","1.239.821.688,65","105.470.112,35","7,84"
2025-06,"1.382.024.186,00","1.221.449.031,17","160.575.154,83","11,62"
2025-07,"848.247.005,20","923.822.768,90","-75.575.763,70","-8,91"
2025-08,"1.119.245.672,00","1.104.092.863,91","15.152.808,09","1,35"
