Mês,Real,Previsto,Erro,Erro %
2024-09,"464.221.409,20","496.743.506,09","-32.522.096,89","-7,01"
2024-10,"503.984.258,30","537.673.182,18","-33.688.923,88","-6,68"
2024-11,"622.652.304,20","641.268.905,73","-18.616.601,53","-2,99"
2024-12,"702.409.059,50","684.516.739,75","17.892.319,75","2,55"
2025-01,"690.332.786,60","678.920.290,58","11.412.496,02","1,65"
2025-02,"856.140.267,30","810.983.033,43","45.157.233,87","5,27"
2025-03,"577.994.978,60","550.416.311,25","27.578.667,35","4,77"
2025-04,"596.772.853,00","591.164.589,05","5.608.263,95","0,94"
2025-05,"752.434.118,10","668.183.112,22","84.251.005,88","11,20"
2025-06,"739.326.859,20","627.381.714,60","111.945.144,60","15,14"
2025-07,"473.061.107,60","488.173.486,03","-15.112.378,43","-3,19"
2025-08,"607.483.454,10","578.959.863,20","28.523.590,90","4,70"
