Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),486336819.9181054,"486.336.819,92"
MAE (Mean Absolute Error),378156122.27430075,"378.156.122,27"
MAPE (Mean Absolute % Error),11.674187644567157,"11,67"
