Mês,Real,Previsto,Erro,Erro %
2024-09,"11.376.272,77","11.001.655,88","374.616,89","3,29"
2024-10,"10.583.993,59","9.756.465,79","827.527,80","7,82"
2024-11,"9.510.234,15","10.022.880,73","-512.646,58","-5,39"
2024-12,"12.877.354,77","15.970.860,94","-3.093.506,17","-24,02"
2025-01,"304.807.103,50","304.417.157,92","389.945,58","0,13"
2025-02,"69.365.645,28","64.871.581,61","4.494.063,67","6,48"
2025-03,"73.739.784,86","68.304.840,76","5.434.944,10","7,37"
2025-04,"37.727.694,15","57.073.813,32","-19.346.119,17","-51,28"
2025-05,"20.492.288,70","28.641.306,18","-8.149.017,48","-39,77"
2025-06,"18.347.982,09","19.495.348,82","-1.147.366,73","-6,25"
2025-07,"18.577.819,30","20.642.268,45","-2.064.449,15","-11,11"
2025-08,"12.614.717,51","13.633.446,09","-1.018.728,58","-8,08"
