Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),66994267.47605257,"66.994.267,48"
MAE (Mean Absolute Error),26483972.9299544,"26.483.972,93"
MAPE (Mean Absolute % Error),6.793407334375499,"6,79"
