Mês,Real,Previsto,Erro,Erro %
2024-09,"219.823.466,00","225.321.104,10","-5.497.638,10","-2,50"
2024-10,"230.136.509,90","245.605.419,45","-15.468.909,55","-6,72"
2024-11,"304.963.253,70","274.327.547,64","30.635.706,06","10,05"
2024-12,"340.694.575,80","291.022.225,03","49.672.350,77","14,58"
2025-01,"270.803.247,20","282.715.612,91","-11.912.365,71","-4,40"
2025-02,"379.348.148,60","348.610.056,38","30.738.092,22","8,10"
2025-03,"246.592.744,90","245.034.798,87","1.557.946,03","0,63"
2025-04,"248.436.097,10","345.680.479,10","-97.244.382,00","-39,14"
2025-05,"318.923.936,60","293.409.444,71","25.514.491,89","8,00"
2025-06,"335.200.912,20","296.630.420,88","38.570.491,32","11,51"
2025-07,"201.399.572,50","249.622.398,48","-48.222.825,98","-23,94"
2025-08,"269.501.622,10","278.749.569,66","-9.247.947,56","-3,43"
