Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),424936830.76146156,"424.936.830,76"
MAE (Mean Absolute Error),297371272.8588509,"297.371.272,86"
MAPE (Mean Absolute % Error),7.500337846374896,"7,50"
