Mês,Real,Previsto,Erro,Erro %
2024-09,"223.360.987,80","223.955.677,08","-594.689,28","-0,27"
2024-10,"228.040.211,40","227.033.216,99","1.006.994,41","0,44"
2024-11,"244.689.798,40","228.279.548,01","16.410.250,39","6,71"
2024-12,"450.542.789,20","322.220.591,90","128.322.197,30","28,48"
2025-01,"242.714.846,90","224.714.940,75","17.999.906,15","7,42"
2025-02,"244.793.856,80","227.819.792,08","16.974.064,72","6,93"
2025-03,"249.173.607,40","220.407.544,53","28.766.062,87","11,54"
2025-04,"249.453.651,90","231.832.550,83","17.621.101,07","7,06"
2025-05,"260.060.042,70","233.927.084,94","26.132.957,76","10,05"
2025-06,"264.111.025,10","242.818.251,96","21.292.773,14","8,06"
2025-07,"286.742.514,70","245.685.392,90","41.057.121,80","14,32"
2025-08,"262.502.442,10","235.470.121,45","27.032.320,65","10,30"
