Mês,Real,Previsto,Erro,Erro %
2024-09,"449.155.899,50","503.364.644,61","-54.208.745,11","-12,07"
2024-10,"475.064.133,00","499.252.438,63","-24.188.305,63","-5,09"
2024-11,"617.372.700,30","601.387.367,28","15.985.333,02","2,59"
2024-12,"691.537.199,00","634.566.222,63","56.970.976,37","8,24"
2025-01,"611.701.113,00","611.140.240,22","560.872,78","0,09"
2025-02,"864.310.534,10","783.023.101,40","81.287.432,70","9,40"
2025-03,"560.402.239,10","560.397.436,59","4.802,51","0,00"
2025-04,"563.623.573,30","587.028.345,43","-23.404.772,13","-4,15"
2025-05,"724.452.759,90","638.582.607,38","85.870.152,52","11,85"
2025-06,"764.875.067,10","657.067.507,98","107.807.559,12","14,09"
2025-07,"457.630.401,00","518.746.057,26","-61.115.656,26","-13,35"
2025-08,"614.085.157,70","598.517.844,48","15.567.313,22","2,54"
