Mês,Real,Previsto,Erro,Erro %
2024-09,"604.047.257,90","696.953.311,52","-92.906.053,62","-15,38"
2024-10,"529.082.200,00","671.753.876,56","-142.671.676,56","-26,97"
2024-11,"636.612.582,50","665.733.513,51","-29.120.931,01","-4,57"
2024-12,"783.216.959,80","708.006.626,31","75.210.333,49","9,60"
2025-01,"626.433.546,30","696.470.182,16","-70.036.635,86","-11,18"
2025-02,"572.981.556,80","669.687.588,63","-96.706.031,83","-16,88"
2025-03,"586.335.536,10","657.494.751,84","-71.159.215,74","-12,14"
2025-04,"599.809.204,70","699.804.500,06","-99.995.295,36","-16,67"
2025-05,"719.613.136,00","710.030.934,67","9.582.201,33","1,33"
2025-06,"692.735.315,50","724.724.073,24","-31.988.757,74","-4,62"
2025-07,"784.376.492,40","742.474.850,93","41.901.641,47","5,34"
2025-08,"711.856.812,30","739.865.923,38","-28.009.111,08","-3,93"
