Mês,Real,Previsto,Erro,Erro %
2024-09,"5.807.023.188,00","5.791.239.823,08","15.783.364,92","0,27"
2024-10,"5.727.427.895,00","5.801.609.009,48","-74.181.114,48","-1,30"
2024-11,"5.783.771.751,00","5.769.272.115,74","14.499.635,26","0,25"
2024-12,"6.423.534.669,00","6.166.058.593,69","257.476.075,31","4,01"
2025-01,"6.139.805.357,00","5.930.263.042,91","209.542.314,09","3,41"
2025-02,"6.216.590.271,00","5.756.250.277,27","460.339.993,73","7,41"
2025-03,"6.060.350.507,00","5.767.018.763,82","293.331.743,18","4,84"
2025-04,"6.290.121.840,00","5.922.938.566,96","367.183.273,04","5,84"
2025-05,"6.163.701.506,00","5.819.845.164,45","343.856.341,55","5,58"
2025-06,"6.256.691.610,00","5.800.497.561,58","456.194.048,42","7,29"
2025-07,"5.982.332.340,00","5.844.128.031,37","138.204.308,63","2,31"
2025-08,"6.145.274.833,00","5.875.274.930,80","269.999.902,20","4,39"
