Mês,Valores_Previstos
2025-09,"5.173.333.265,29"
2025-10,"5.119.305.829,39"
2025-11,"5.306.275.809,13"
2025-12,"5.546.260.511,42"
2026-01,"5.271.817.522,53"
2026-02,"5.450.778.423,45"
2026-03,"5.351.334.612,88"
2026-04,"5.315.604.453,75"
2026-05,"5.381.741.677,96"
2026-06,"5.534.789.596,57"
2026-07,"5.713.145.149,76"
2026-08,"5.570.353.071,82"
