Mês,Real,Previsto,Erro,Erro %
2024-09,"20.040.012,25","17.716.396,36","2.323.615,89","11,59"
2024-10,"15.696.746,09","17.881.190,29","-2.184.444,20","-13,92"
2024-11,"15.044.809,67","18.215.450,18","-3.170.640,51","-21,07"
2024-12,"27.311.687,59","19.773.141,52","7.538.546,07","27,60"
2025-01,"23.203.219,14","16.622.764,26","6.580.454,88","28,36"
2025-02,"20.985.208,14","16.348.824,56","4.636.383,58","22,09"
2025-03,"21.292.780,70","19.753.120,93","1.539.659,77","7,23"
2025-04,"18.703.977,57","18.851.917,39","-147.939,82","-0,79"
2025-05,"21.832.070,30","18.712.372,90","3.119.697,40","14,29"
2025-06,"30.289.284,28","19.150.899,42","11.138.384,86","36,77"
2025-07,"17.067.898,52","18.378.727,91","-1.310.829,39","-7,68"
2025-08,"12.520.703,52","19.961.706,24","-7.441.002,72","-59,43"
