Mês,Real,Previsto,Erro,Erro %
2024-09,"5.109.587.338,00","4.786.296.394,04","323.290.943,96","6,33"
2024-10,"5.981.193.693,00","4.793.102.987,02","1.188.090.705,98","19,86"
2024-11,"5.185.446.852,00","4.796.373.882,65","389.072.969,35","7,50"
2024-12,"5.580.805.303,00","4.805.344.405,82","775.460.897,18","13,90"
2025-01,"4.856.454.162,00","4.792.314.411,49","64.139.750,51","1,32"
2025-02,"5.041.500.943,00","4.771.804.496,82","269.696.446,18","5,35"
2025-03,"4.880.652.021,00","4.749.597.698,54","131.054.322,46","2,69"
2025-04,"4.932.765.766,00","4.808.605.660,06","124.160.105,94","2,52"
2025-05,"5.528.793.100,00","4.817.295.462,00","711.497.638,00","12,87"
2025-06,"5.098.822.022,00","4.817.403.086,75","281.418.935,25","5,52"
2025-07,"4.924.565.801,00","4.817.343.220,48","107.222.580,52","2,18"
2025-08,"5.164.353.375,00","4.812.572.977,52","351.780.397,48","6,81"
