Mês,Valores_Previstos
2025-09,"80.361.835,77"
2025-10,"84.278.715,09"
2025-11,"90.551.751,82"
2025-12,"172.627.074,60"
2026-01,"72.660.375,88"
2026-02,"91.925.569,26"
2026-03,"96.246.803,63"
2026-04,"88.480.865,40"
2026-05,"94.484.481,41"
2026-06,"95.330.251,18"
2026-07,"99.116.240,18"
2026-08,"100.046.808,03"
