Mês,Real,Previsto,Erro,Erro %
2024-09,"40.139.565,75","44.202.637,21","-4.063.071,46","-10,12"
2024-10,"188.514.254,20","185.659.634,34","2.854.619,86","1,51"
2024-11,"33.287.391,97","33.349.004,25","-61.612,28","-0,19"
2024-12,"31.702.449,29","32.383.536,69","-681.087,40","-2,15"
2025-01,"76.456.119,74","76.011.596,62","444.523,12","0,58"
2025-02,"48.872.258,48","43.713.407,19","5.158.851,29","10,56"
2025-03,"24.808.327,54","24.117.377,49","690.950,05","2,79"
2025-04,"24.438.227,55","28.327.368,09","-3.889.140,54","-15,91"
2025-05,"24.550.936,80","33.391.573,14","-8.840.636,34","-36,01"
2025-06,"23.999.952,08","27.104.887,82","-3.104.935,74","-12,94"
2025-07,"28.432.672,35","31.328.844,17","-2.896.171,82","-10,19"
2025-08,"28.541.832,50","31.295.222,76","-2.753.390,26","-9,65"
