Mês,Valores_Previstos
2025-09,"320.398.814,36"
2025-10,"324.905.425,88"
2025-11,"329.530.856,37"
2025-12,"332.876.082,58"
2026-01,"333.140.530,89"
2026-02,"334.008.434,31"
2026-03,"337.668.211,98"
2026-04,"344.213.142,91"
2026-05,"350.619.575,55"
2026-06,"355.228.011,36"
2026-07,"357.995.220,55"
2026-08,"360.995.872,94"
