Mês,Real,Previsto,Erro,Erro %
2024-09,"1.031.787.917,00","937.890.040,48","93.897.876,52","9,10"
2024-10,"983.382.395,20","880.237.970,73","103.144.424,47","10,49"
2024-11,"1.023.848.669,00","835.182.463,94","188.666.205,06","18,43"
2024-12,"1.050.709.275,00","821.945.717,18","228.763.557,82","21,77"
2025-01,"1.097.035.817,00","819.461.661,62","277.574.155,38","25,30"
2025-02,"916.049.095,90","818.702.675,14","97.346.420,76","10,63"
2025-03,"973.749.062,00","818.517.524,60","155.231.537,40","15,94"
2025-04,"1.023.778.187,00","818.598.435,79","205.179.751,21","20,04"
2025-05,"985.033.294,90","818.929.689,00","166.103.605,90","16,86"
2025-06,"1.033.722.913,00","819.824.681,02","213.898.231,98","20,69"
2025-07,"1.074.398.081,00","820.647.040,68","253.751.040,32","23,62"
2025-08,"1.054.376.987,00","821.511.364,21","232.865.622,79","22,09"
