Mês,Real,Previsto,Erro,Erro %
2024-09,"328.898.949,70","599.420.122,97","-270.521.173,27","-82,25"
2024-10,"285.471.810,70","577.907.979,29","-292.436.168,59","-102,44"
2024-11,"234.195.460,40","576.511.427,75","-342.315.967,35","-146,17"
2024-12,"210.859.555,50","630.275.585,30","-419.416.029,80","-198,91"
2025-01,"2.223.656.164,00","2.753.054.217,48","-529.398.053,48","-23,81"
2025-02,"3.889.136.500,00","1.317.513.460,13","2.571.623.039,87","66,12"
2025-03,"1.933.785.981,00","1.753.533.618,51","180.252.362,49","9,32"
2025-04,"1.744.022.405,00","964.921.334,85","779.101.070,15","44,67"
2025-05,"586.753.605,30","903.531.015,35","-316.777.410,05","-53,99"
2025-06,"506.580.925,70","790.320.664,11","-283.739.738,41","-56,01"
2025-07,"490.537.684,50","746.035.481,99","-255.497.797,49","-52,09"
2025-08,"375.784.228,50","733.235.134,49","-357.450.905,99","-95,12"
