Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),77489720.06292658,"77.489.720,06"
MAE (Mean Absolute Error),58770607.27868607,"58.770.607,28"
MAPE (Mean Absolute % Error),7.641627423928683,"7,64"
