Mês,Valores_Previstos
2025-09,"9.348.954.321,50"
2025-10,"9.359.688.680,06"
2025-11,"9.369.861.203,08"
2025-12,"9.357.677.968,80"
2026-01,"9.373.283.450,15"
2026-02,"9.364.685.716,53"
2026-03,"9.364.722.622,26"
2026-04,"9.368.243.863,53"
2026-05,"9.378.027.356,70"
2026-06,"9.379.066.361,68"
2026-07,"9.383.832.411,67"
2026-08,"9.387.612.427,27"
