Mês,Real,Previsto,Erro,Erro %
2024-09,"3.081.354,06","1.270.194,54","1.811.159,52","58,78"
2024-10,"8.476.295,84","1.270.393,94","7.205.901,90","85,01"
2024-11,"2.013.761,58","1.271.403,32","742.358,26","36,86"
2024-12,"3.793.624,69","1.271.782,31","2.521.842,38","66,48"
2025-01,"2.641.887,93","1.273.512,50","1.368.375,43","51,80"
2025-02,"2.402.350,48","1.275.430,94","1.126.919,54","46,91"
2025-03,"2.103.877,15","1.276.984,02","826.893,13","39,30"
2025-04,"3.138.344,77","1.277.959,97","1.860.384,80","59,28"
2025-05,"3.231.794,87","1.279.456,08","1.952.338,79","60,41"
2025-06,"2.305.899,65","1.281.175,12","1.024.724,53","44,44"
2025-07,"2.936.408,70","1.283.027,92","1.653.380,78","56,31"
2025-08,"2.620.333,07","1.283.764,83","1.336.568,24","51,01"
