Mês,Real,Previsto,Erro,Erro %
2024-09,"2.625.403.435,00","2.702.764.940,77","-77.361.505,77","-2,95"
2024-10,"2.698.106.242,00","2.702.968.653,93","-4.862.411,93","-0,18"
2024-11,"2.792.218.120,00","2.704.739.246,24","87.478.873,76","3,13"
2024-12,"3.342.136.579,00","2.705.667.954,46","636.468.624,54","19,04"
2025-01,"2.510.451.954,00","2.703.317.905,39","-192.865.951,39","-7,68"
2025-02,"2.913.716.483,00","2.704.785.826,58","208.930.656,42","7,17"
2025-03,"3.316.513.253,00","2.704.141.790,99","612.371.462,01","18,46"
2025-04,"3.511.868.494,00","2.704.812.116,50","807.056.377,50","22,98"
2025-05,"3.098.713.748,00","2.705.023.109,95","393.690.638,05","12,70"
2025-06,"3.038.422.532,00","2.704.550.969,98","333.871.562,02","10,99"
2025-07,"3.459.917.167,00","2.703.926.752,94","755.990.414,06","21,85"
2025-08,"2.633.096.302,00","2.704.211.088,52","-71.114.786,52","-2,70"
