Mês,Real,Previsto,Erro,Erro %
2024-09,"1.631.203.642,00","1.732.671.739,03","-101.468.097,03","-6,22"
2024-10,"1.640.457.108,00","1.736.966.174,49","-96.509.066,49","-5,88"
2024-11,"1.692.775.268,00","1.790.523.209,42","-97.747.941,42","-5,77"
2024-12,"1.902.199.195,00","1.842.903.132,76","59.296.062,24","3,12"
2025-01,"1.930.505.552,00","1.852.321.647,71","78.183.904,29","4,05"
2025-02,"1.834.642.358,00","1.812.008.105,47","22.634.252,53","1,23"
2025-03,"1.705.212.572,00","1.770.694.727,13","-65.482.155,13","-3,84"
2025-04,"1.748.732.492,00","1.818.656.437,79","-69.923.945,79","-4,00"
2025-05,"1.715.678.842,00","1.805.765.667,60","-90.086.825,60","-5,25"
2025-06,"1.784.350.742,00","1.824.959.777,89","-40.609.035,89","-2,28"
2025-07,"1.766.909.003,00","1.837.159.980,35","-70.250.977,35","-3,98"
2025-08,"1.850.109.508,00","1.844.135.847,02","5.973.660,98","0,32"
