Mês,Real,Previsto,Erro,Erro %
2024-09,"1.631.203.642,00","1.729.298.055,28","-98.094.413,28","-6,01"
2024-10,"1.640.457.108,00","1.721.911.639,28","-81.454.531,28","-4,97"
2024-11,"1.692.775.268,00","1.742.369.565,65","-49.594.297,65","-2,93"
2024-12,"1.902.199.195,00","1.932.463.888,27","-30.264.693,27","-1,59"
2025-01,"1.930.505.552,00","1.869.074.111,77","61.431.440,23","3,18"
2025-02,"1.834.642.358,00","1.681.781.034,88","152.861.323,12","8,33"
2025-03,"1.705.212.572,00","1.761.254.989,17","-56.042.417,17","-3,29"
2025-04,"1.748.732.492,00","1.784.504.545,14","-35.772.053,14","-2,05"
2025-05,"1.715.678.842,00","1.799.788.495,80","-84.109.653,80","-4,90"
2025-06,"1.784.350.742,00","1.778.703.968,39","5.646.773,61","0,32"
2025-07,"1.766.909.003,00","1.778.879.194,27","-11.970.191,27","-0,68"
2025-08,"1.850.109.508,00","1.790.147.051,29","59.962.456,71","3,24"
