Mês,Real,Previsto,Erro,Erro %
2024-09,"2.498.191.060,00","2.131.020.526,60","367.170.533,40","14,70"
2024-10,"2.135.919.128,00","2.141.162.210,25","-5.243.082,25","-0,25"
2024-11,"2.306.850.368,00","2.195.319.513,97","111.530.854,03","4,83"
2024-12,"2.754.548.277,00","2.340.640.970,15","413.907.306,85","15,03"
2025-01,"2.316.031.466,00","2.139.522.782,16","176.508.683,84","7,62"
2025-02,"2.531.570.143,00","2.258.537.446,25","273.032.696,75","10,79"
2025-03,"2.290.398.234,00","2.142.091.345,37","148.306.888,63","6,48"
2025-04,"2.161.791.799,00","2.191.302.225,50","-29.510.426,50","-1,37"
2025-05,"2.487.534.478,00","2.254.873.356,73","232.661.121,27","9,35"
2025-06,"2.418.252.928,00","2.234.712.007,89","183.540.920,11","7,59"
2025-07,"2.117.727.738,00","2.231.368.263,15","-113.640.525,15","-5,37"
2025-08,"2.453.676.755,00","2.280.969.582,70","172.707.172,30","7,04"
