Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),191142600.5982473,"191.142.600,60"
MAE (Mean Absolute Error),167724268.5766187,"167.724.268,58"
MAPE (Mean Absolute % Error),11.971207197511225,"11,97"
