Mês,Real,Previsto,Erro,Erro %
2024-09,"4.712.939.970,00","4.977.456.174,79","-264.516.204,79","-5,61"
2024-10,"4.760.204.964,00","4.834.034.593,18","-73.829.629,18","-1,55"
2024-11,"5.124.888.180,00","4.836.639.916,68","288.248.263,32","5,62"
2024-12,"5.175.291.040,00","4.835.882.559,86","339.408.480,14","6,56"
2025-01,"5.509.956.845,00","4.961.260.110,62","548.696.734,38","9,96"
2025-02,"4.774.573.226,00","4.766.924.107,29","7.649.118,71","0,16"
2025-03,"4.956.687.413,00","4.819.034.043,85","137.653.369,15","2,78"
2025-04,"5.767.810.652,00","4.896.486.565,69","871.324.086,31","15,11"
2025-05,"5.012.354.342,00","4.895.570.362,11","116.783.979,89","2,33"
2025-06,"5.173.860.958,00","4.922.802.940,96","251.058.017,04","4,85"
2025-07,"4.983.940.328,00","4.901.190.353,08","82.749.974,92","1,66"
2025-08,"4.839.785.734,00","4.910.479.534,28","-70.693.800,28","-1,46"
