Mês,Real,Previsto,Erro,Erro %
2024-09,"38.657.827,16","40.014.111,04","-1.356.283,88","-3,51"
2024-10,"41.827.113,83","37.104.676,88","4.722.436,95","11,29"
2024-11,"24.710.245,13","37.755.940,75","-13.045.695,62","-52,79"
2024-12,"61.972.479,72","43.690.729,06","18.281.750,66","29,50"
2025-01,"36.609.653,80","38.835.212,79","-2.225.558,99","-6,08"
2025-02,"40.644.144,00","38.241.852,57","2.402.291,43","5,91"
2025-03,"41.719.554,23","39.098.677,00","2.620.877,23","6,28"
2025-04,"33.976.008,51","38.044.871,84","-4.068.863,33","-11,98"
2025-05,"34.213.684,81","39.103.292,73","-4.889.607,92","-14,29"
2025-06,"38.721.906,77","41.845.620,54","-3.123.713,77","-8,07"
2025-07,"36.582.464,77","40.584.076,08","-4.001.611,31","-10,94"
2025-08,"38.000.985,66","41.295.317,66","-3.294.332,00","-8,67"
