Mês,Valores_Previstos
2025-09,"2.926.974.944,73"
2025-10,"3.128.296.106,26"
2025-11,"3.294.862.628,32"
2025-12,"3.269.695.471,26"
2026-01,"3.163.152.496,92"
2026-02,"3.298.656.391,76"
2026-03,"3.289.479.858,17"
2026-04,"3.542.739.709,10"
2026-05,"3.357.439.583,07"
2026-06,"3.320.573.128,01"
2026-07,"3.550.234.698,11"
2026-08,"3.227.851.107,34"
