Mês,Valores_Previstos
2025-09,"3.820.361.742,31"
2025-10,"3.826.670.148,90"
2025-11,"3.855.713.976,79"
2025-12,"3.853.114.117,59"
2026-01,"3.869.331.242,12"
2026-02,"3.856.443.838,81"
2026-03,"3.842.633.085,87"
2026-04,"3.851.940.132,55"
2026-05,"3.862.043.905,22"
2026-06,"3.864.357.294,10"
2026-07,"3.855.160.364,01"
2026-08,"3.880.740.481,56"
