Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),23361187.97070246,"23.361.187,97"
MAE (Mean Absolute Error),19867927.25054432,"19.867.927,25"
MAPE (Mean Absolute % Error),40.80485060105533,"40,80"
