Mês,Real,Previsto,Erro,Erro %
2024-09,"471.119.795,20","469.433.810,03","1.685.985,17","0,36"
2024-10,"475.344.782,80","471.606.195,67","3.738.587,13","0,79"
2024-11,"506.272.668,60","484.627.009,98","21.645.658,62","4,28"
2024-12,"536.277.906,80","488.521.105,38","47.756.801,42","8,91"
2025-01,"542.870.914,40","500.666.285,36","42.204.629,04","7,77"
2025-02,"487.495.771,10","469.610.498,25","17.885.272,85","3,67"
2025-03,"481.562.136,60","469.264.224,04","12.297.912,56","2,55"
2025-04,"502.173.918,80","483.845.265,96","18.328.652,84","3,65"
2025-05,"485.590.995,20","472.296.232,39","13.294.762,81","2,74"
2025-06,"501.384.900,00","476.006.921,96","25.377.978,04","5,06"
2025-07,"486.080.262,40","475.185.207,30","10.895.055,10","2,24"
2025-08,"492.450.359,60","478.040.785,27","14.409.574,33","2,93"
