Mês,Valores_Previstos
2025-09,"19.933.762,98"
2025-10,"19.548.999,85"
2025-11,"19.577.970,37"
2025-12,"42.464.094,96"
2026-01,"534.764.747,12"
2026-02,"51.283.811,60"
2026-03,"33.512.722,44"
2026-04,"28.323.626,25"
2026-05,"26.683.237,44"
2026-06,"21.554.036,73"
2026-07,"22.161.604,80"
2026-08,"20.808.880,31"
