Mês,Real,Previsto,Erro,Erro %
2024-09,"12.030.516.890,00","12.327.707.197,32","-297.190.307,32","-2,47"
2024-10,"11.902.160.020,00","12.007.688.324,78","-105.528.304,78","-0,89"
2024-11,"12.672.381.590,00","12.538.979.721,05","133.401.868,95","1,05"
2024-12,"14.336.718.490,00","15.252.091.492,07","-915.373.002,07","-6,38"
2025-01,"13.702.922.360,00","14.617.091.202,22","-914.168.842,22","-6,67"
2025-02,"15.809.692.900,00","13.085.593.251,69","2.724.099.648,31","17,23"
2025-03,"13.427.979.170,00","13.048.571.466,91","379.407.703,09","2,83"
2025-04,"13.468.806.080,00","12.830.766.465,50","638.039.614,50","4,74"
2025-05,"12.748.888.400,00","12.960.404.873,61","-211.516.473,61","-1,66"
2025-06,"13.604.772.470,00","12.759.984.391,71","844.788.078,29","6,21"
2025-07,"12.532.863.420,00","12.841.508.451,52","-308.645.031,52","-2,46"
2025-08,"12.626.019.540,00","13.020.062.891,44","-394.043.351,44","-3,12"
