Mês,Real,Previsto,Erro,Erro %
2024-09,"488.761.382,00","474.523.458,29","14.237.923,71","2,91"
2024-10,"523.939.689,00","494.849.503,18","29.090.185,82","5,55"
2024-11,"663.511.601,10","585.844.802,04","77.666.799,06","11,71"
2024-12,"745.885.875,30","719.655.971,49","26.229.903,81","3,52"
2025-01,"703.101.230,80","763.967.633,43","-60.866.402,63","-8,66"
2025-02,"937.921.682,00","777.889.035,99","160.032.646,01","17,06"
2025-03,"618.787.925,90","550.753.920,48","68.034.005,42","10,99"
2025-04,"629.540.897,50","584.261.097,81","45.279.799,69","7,19"
2025-05,"802.369.175,30","736.399.457,10","65.969.718,20","8,22"
2025-06,"821.488.755,80","736.765.483,62","84.723.272,18","10,31"
2025-07,"505.804.302,70","508.742.868,65","-2.938.565,95","-0,58"
2025-08,"666.014.252,60","578.133.895,89","87.880.356,71","13,19"
