Mês,Real,Previsto,Erro,Erro %
2024-09,"66.612.109,90","68.430.238,07","-1.818.128,17","-2,73"
2024-10,"65.126.313,15","65.177.377,25","-51.064,10","-0,08"
2024-11,"50.604.379,55","57.209.999,57","-6.605.620,02","-13,05"
2024-12,"61.695.105,07","57.630.966,00","4.064.139,07","6,59"
2025-01,"179.697.211,60","183.567.105,29","-3.869.893,69","-2,15"
2025-02,"612.522.243,60","572.023.327,19","40.498.916,41","6,61"
2025-03,"171.166.030,90","179.145.117,29","-7.979.086,39","-4,66"
2025-04,"169.959.255,20","173.294.265,29","-3.335.010,09","-1,96"
2025-05,"164.956.036,00","167.670.500,59","-2.714.464,59","-1,65"
2025-06,"160.208.983,90","158.192.607,29","2.016.376,61","1,26"
2025-07,"165.153.706,00","158.351.530,59","6.802.175,41","4,12"
2025-08,"80.041.849,19","87.153.102,80","-7.111.253,61","-8,88"
