Mês,Valores_Previstos
2025-09,"708.292.269,63"
2025-10,"728.782.884,52"
2025-11,"752.512.872,03"
2025-12,"793.713.068,42"
2026-01,"773.969.209,47"
2026-02,"768.329.553,39"
2026-03,"734.513.624,44"
2026-04,"752.665.398,53"
2026-05,"741.335.899,92"
2026-06,"743.646.204,60"
2026-07,"740.268.591,90"
2026-08,"744.424.649,92"
