Mês,Real,Previsto,Erro,Erro %
2024-09,"83.998.771,06","102.757.564,32","-18.758.793,26","-22,33"
2024-10,"89.601.530,31","103.526.344,91","-13.924.814,60","-15,54"
2024-11,"115.692.020,10","104.519.515,69","11.172.504,41","9,66"
2024-12,"127.349.882,10","104.315.937,66","23.033.944,44","18,09"
2025-01,"116.829.396,60","104.748.049,07","12.081.347,53","10,34"
2025-02,"155.911.833,80","105.102.588,22","50.809.245,58","32,59"
2025-03,"102.848.847,20","103.870.480,60","-1.021.633,40","-0,99"
2025-04,"104.627.471,50","104.004.587,46","622.884,04","0,60"
2025-05,"133.358.993,40","104.835.255,59","28.523.737,81","21,39"
2025-06,"136.567.456,60","104.512.001,98","32.055.454,62","23,47"
2025-07,"84.069.225,59","103.540.066,43","-19.470.840,84","-23,16"
2025-08,"111.102.838,10","104.311.004,28","6.791.833,82","6,11"
