Mês,Real,Previsto,Erro,Erro %
2024-09,"3.897.662.329,00","3.907.690.570,55","-10.028.241,55","-0,26"
2024-10,"3.851.570.214,00","3.924.518.965,10","-72.948.751,10","-1,89"
2024-11,"3.939.999.906,00","3.918.613.141,91","21.386.764,09","0,54"
2024-12,"4.404.490.607,00","4.186.331.553,32","218.159.053,68","4,95"
2025-01,"4.138.771.527,00","4.007.063.993,29","131.707.533,71","3,18"
2025-02,"4.208.817.751,00","3.904.977.784,79","303.839.966,21","7,22"
2025-03,"4.071.002.346,00","3.904.744.610,57","166.257.735,43","4,08"
2025-04,"4.217.408.657,00","4.018.050.918,32","199.357.738,68","4,73"
2025-05,"4.169.318.716,00","3.957.557.479,10","211.761.236,90","5,08"
2025-06,"4.239.714.498,00","3.949.156.209,02","290.558.288,98","6,85"
2025-07,"4.050.556.302,00","3.957.105.344,14","93.450.957,86","2,31"
2025-08,"4.182.069.003,00","3.991.685.147,36","190.383.855,64","4,55"
