Mês,Real,Previsto,Erro,Erro %
2024-09,"4.902.442.071,00","4.978.025.774,02","-75.583.703,02","-1,54"
2024-10,"5.054.441.391,00","4.769.872.661,84","284.568.729,16","5,63"
2024-11,"4.969.451.077,00","5.020.158.391,43","-50.707.314,43","-1,02"
2024-12,"6.712.268.292,00","5.869.474.194,86","842.794.097,14","12,56"
2025-01,"5.309.569.411,00","5.195.625.398,98","113.944.012,02","2,15"
2025-02,"4.981.122.561,00","4.775.930.032,78","205.192.528,22","4,12"
2025-03,"4.884.472.032,00","4.938.657.541,81","-54.185.509,81","-1,11"
2025-04,"6.011.204.150,00","5.361.928.352,66","649.275.797,34","10,80"
2025-05,"5.267.950.893,00","4.963.447.834,71","304.503.058,29","5,78"
2025-06,"5.069.969.533,00","5.312.756.538,65","-242.787.005,65","-4,79"
2025-07,"4.814.965.748,00","5.200.438.715,22","-385.472.967,22","-8,01"
2025-08,"5.110.467.177,00","5.135.114.703,75","-24.647.526,75","-0,48"
