Mês,Real,Previsto,Erro,Erro %
2024-09,"3.289.015.053,00","3.438.153.649,52","-149.138.596,52","-4,53"
2024-10,"3.237.995.062,00","3.509.953.573,88","-271.958.511,88","-8,40"
2024-11,"3.901.673.756,00","3.779.112.321,10","122.561.434,90","3,14"
2024-12,"3.755.247.791,00","4.051.209.428,40","-295.961.637,40","-7,88"
2025-01,"3.592.514.664,00","3.795.672.700,03","-203.158.036,03","-5,66"
2025-02,"3.658.131.705,00","3.757.325.178,37","-99.193.473,37","-2,71"
2025-03,"3.053.185.461,00","3.642.987.499,21","-589.802.038,21","-19,32"
2025-04,"3.279.915.013,00","3.630.424.982,92","-350.509.969,92","-10,69"
2025-05,"3.539.022.830,00","3.803.416.044,18","-264.393.214,18","-7,47"
2025-06,"3.795.614.098,00","3.823.809.388,90","-28.195.290,90","-0,74"
2025-07,"4.259.221.936,00","3.774.424.269,00","484.797.667,00","11,38"
2025-08,"3.473.667.394,00","3.854.278.431,72","-380.611.037,72","-10,96"
