Mês,Real,Previsto,Erro,Erro %
2024-09,"3.109.867.670,00","2.927.720.833,16","182.146.836,84","5,86"
2024-10,"2.765.903.071,00","2.927.940.373,01","-162.037.302,01","-5,86"
2024-11,"3.084.632.523,00","2.929.015.709,88","155.616.813,12","5,04"
2024-12,"4.592.439.553,00","2.928.523.803,22","1.663.915.749,78","36,23"
2025-01,"2.909.786.217,00","2.927.600.011,71","-17.813.794,71","-0,61"
2025-02,"3.190.961.224,00","2.927.476.662,34","263.484.561,66","8,26"
2025-03,"2.873.531.726,00","2.926.926.872,86","-53.395.146,86","-1,86"
2025-04,"3.369.011.726,00","2.927.411.973,60","441.599.752,40","13,11"
2025-05,"3.415.270.186,00","2.926.514.627,99","488.755.558,01","14,31"
2025-06,"3.821.108.824,00","2.925.878.630,07","895.230.193,93","23,43"
2025-07,"3.327.205.242,00","2.925.527.444,10","401.677.797,90","12,07"
2025-08,"3.402.686.893,00","2.925.653.580,66","477.033.312,34","14,02"
