Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),503668009.29752195,"503.668.009,30"
MAE (Mean Absolute Error),365051610.7546987,"365.051.610,75"
MAPE (Mean Absolute % Error),13.07322518917052,"13,07"
