Mês,Real,Previsto,Erro,Erro %
2024-09,"3.043.564,11","4.356.377,82","-1.312.813,71","-43,13"
2024-10,"4.571.169,13","5.002.359,34","-431.190,21","-9,43"
2024-11,"3.067.660,81","5.327.311,49","-2.259.650,68","-73,66"
2024-12,"15.980.010,44","6.863.873,49","9.116.136,95","57,05"
2025-01,"3.018.493,45","5.212.600,37","-2.194.106,92","-72,69"
2025-02,"2.710.152,60","4.924.730,03","-2.214.577,43","-81,71"
2025-03,"13.186.143,15","4.552.615,21","8.633.527,94","65,47"
2025-04,"5.761.357,11","4.444.798,50","1.316.558,61","22,85"
2025-05,"2.236.872,26","4.496.559,11","-2.259.686,85","-101,02"
2025-06,"11.055.684,16","4.523.766,62","6.531.917,54","59,08"
2025-07,"4.496.369,25","5.108.957,09","-612.587,84","-13,62"
2025-08,"3.260.814,86","4.456.904,32","-1.196.089,46","-36,68"
