Mês,Real,Previsto,Erro,Erro %
2024-09,"178.685.727,60","181.860.593,80","-3.174.866,20","-1,78"
2024-10,"193.770.720,80","176.155.565,68","17.615.155,12","9,09"
2024-11,"203.486.732,50","179.298.744,72","24.187.987,78","11,89"
2024-12,"200.204.454,70","188.746.301,30","11.458.153,40","5,72"
2025-01,"179.980.869,10","182.505.696,78","-2.524.827,68","-1,40"
2025-02,"162.154.798,90","178.562.379,92","-16.407.581,02","-10,12"
2025-03,"167.305.127,80","178.917.947,52","-11.612.819,72","-6,94"
2025-04,"171.486.373,10","176.973.370,28","-5.486.997,18","-3,20"
2025-05,"178.153.575,80","176.639.482,01","1.514.093,79","0,85"
2025-06,"185.853.159,90","179.256.140,11","6.597.019,79","3,55"
2025-07,"198.244.950,10","183.241.059,11","15.003.890,99","7,57"
2025-08,"192.364.077,80","183.041.389,46","9.322.688,34","4,85"
