Mês,Real,Previsto,Erro,Erro %
2024-09,"115.019.904,10","107.724.115,04","7.295.789,06","6,34"
2024-10,"123.072.460,30","132.656.075,40","-9.583.615,10","-7,79"
2024-11,"113.220.066,70","125.960.402,87","-12.740.336,17","-11,25"
2024-12,"258.781.588,50","247.661.768,05","11.119.820,45","4,30"
2025-01,"87.533.358,17","86.824.000,50","709.357,67","0,81"
2025-02,"127.715.598,90","140.405.325,88","-12.689.726,98","-9,94"
2025-03,"159.396.032,50","108.149.550,67","51.246.481,83","32,15"
2025-04,"119.422.940,50","136.920.284,63","-17.497.344,13","-14,65"
2025-05,"121.821.381,20","142.184.044,09","-20.362.662,89","-16,72"
2025-06,"119.513.863,10","131.217.868,22","-11.704.005,12","-9,79"
2025-07,"148.585.280,90","128.564.832,02","20.020.448,88","13,47"
2025-08,"123.086.107,70","133.695.338,33","-10.609.230,63","-8,62"
