Mês,Real,Previsto,Erro,Erro %
2024-09,"9.618.017,14","16.481.458,10","-6.863.440,96","-71,36"
2024-10,"18.494.083,48","16.481.458,10","2.012.625,38","10,88"
2024-11,"12.044.066,58","16.481.458,10","-4.437.391,52","-36,84"
2024-12,"13.134.159,67","16.481.458,10","-3.347.298,43","-25,49"
2025-01,"48.354.849,72","16.481.458,10","31.873.391,62","65,92"
2025-02,"12.398.796,34","16.481.458,10","-4.082.661,76","-32,93"
2025-03,"9.813.160,45","16.481.458,10","-6.668.297,65","-67,95"
2025-04,"13.791.370,45","16.481.458,10","-2.690.087,65","-19,51"
2025-05,"27.582.986,71","16.481.458,10","11.101.528,61","40,25"
2025-06,"10.199.391,58","16.481.458,10","-6.282.066,52","-61,59"
2025-07,"32.393.045,57","16.481.458,10","15.911.587,47","49,12"
2025-08,"18.276.677,33","16.481.458,10","1.795.219,23","9,82"
