Mês,Real,Previsto,Erro,Erro %
2024-09,"2.245.064.478,00","2.494.472.072,52","-249.407.594,52","-11,11"
2024-10,"2.002.693.184,00","2.383.949.122,46","-381.255.938,46","-19,04"
2024-11,"2.358.184.024,00","2.483.185.965,51","-125.001.941,51","-5,30"
2024-12,"3.258.628.663,00","2.649.174.625,27","609.454.037,73","18,70"
2025-01,"2.503.337.332,00","2.381.826.315,21","121.511.016,79","4,85"
2025-02,"2.761.498.426,00","2.689.789.803,77","71.708.622,23","2,60"
2025-03,"2.157.453.986,00","2.383.343.570,91","-225.889.584,91","-10,47"
2025-04,"2.336.094.522,00","2.944.892.837,40","-608.798.315,40","-26,06"
2025-05,"2.592.858.737,00","2.491.326.319,80","101.532.417,20","3,92"
2025-06,"2.849.013.104,00","2.576.001.403,07","273.011.700,93","9,58"
2025-07,"2.336.199.675,00","2.697.450.178,16","-361.250.503,16","-15,46"
2025-08,"3.910.890.674,00","2.527.076.134,63","1.383.814.539,37","35,38"
