Mês,Valores_Previstos
2025-09,"96.932.027,24"
2025-10,"97.042.029,86"
2025-11,"97.123.240,08"
2025-12,"97.110.674,35"
2026-01,"96.953.698,77"
2026-02,"97.042.951,05"
2026-03,"97.005.946,59"
2026-04,"97.016.393,96"
2026-05,"97.029.592,08"
2026-06,"97.032.797,94"
2026-07,"97.033.942,11"
2026-08,"97.045.370,98"
