Mês,Valores_Previstos
2025-09,"100.373.861,39"
2025-10,"62.677.791,66"
2025-11,"39.222.985,56"
2025-12,"40.426.157,18"
2026-01,"74.966.494,52"
2026-02,"70.981.536,72"
2026-03,"124.468.653,84"
2026-04,"428.281.955,57"
2026-05,"129.621.055,21"
2026-06,"115.643.762,77"
2026-07,"116.805.244,72"
2026-08,"105.443.663,61"
