Mês,Real,Previsto,Erro,Erro %
2024-09,"944.188.806,20","1.004.732.379,09","-60.543.572,89","-6,41"
2024-10,"952.432.599,80","1.027.308.112,55","-74.875.512,75","-7,86"
2024-11,"1.144.406.271,00","1.138.383.132,68","6.023.138,32","0,53"
2024-12,"1.352.427.848,00","1.344.353.068,06","8.074.779,94","0,60"
2025-01,"1.094.229.003,00","1.120.384.038,90","-26.155.035,90","-2,39"
2025-02,"1.370.572.574,00","1.319.415.292,98","51.157.281,02","3,73"
2025-03,"1.035.261.032,00","1.090.394.857,29","-55.133.825,29","-5,33"
2025-04,"1.039.104.471,00","1.121.830.499,41","-82.726.028,41","-7,96"
2025-05,"1.370.951.335,00","1.215.432.646,40","155.518.688,60","11,34"
2025-06,"1.315.172.645,00","1.207.292.824,71","107.879.820,29","8,20"
2025-07,"1.004.115.599,00","1.096.820.354,21","-92.704.755,21","-9,23"
2025-08,"1.150.906.380,00","1.186.000.460,88","-35.094.080,88","-3,05"
