Mês,Valores_Previstos
2025-09,"120.394.845,07"
2025-10,"126.260.506,62"
2025-11,"129.297.193,69"
2025-12,"238.216.671,00"
2026-01,"133.098.557,38"
2026-02,"120.479.757,09"
2026-03,"149.567.629,23"
2026-04,"106.549.066,54"
2026-05,"152.881.590,59"
2026-06,"129.229.396,58"
2026-07,"151.345.356,02"
2026-08,"137.858.950,77"
