Mês,Real,Previsto,Erro,Erro %
2024-09,"2.861.228.041,00","3.124.537.129,84","-263.309.088,84","-9,20"
2024-10,"2.935.157.692,00","3.143.198.694,05","-208.041.002,05","-7,09"
2024-11,"2.852.437.892,00","3.151.259.256,02","-298.821.364,02","-10,48"
2024-12,"3.787.715.907,00","3.151.137.115,75","636.578.791,25","16,81"
2025-01,"2.922.904.385,00","3.151.222.034,16","-228.317.649,16","-7,81"
2025-02,"3.258.026.124,00","3.151.031.789,10","106.994.334,90","3,28"
2025-03,"2.830.238.279,00","3.148.503.833,41","-318.265.554,41","-11,25"
2025-04,"2.870.140.672,00","3.150.564.138,75","-280.423.466,75","-9,77"
2025-05,"3.833.766.548,00","3.149.580.870,94","684.185.677,06","17,85"
2025-06,"3.194.063.117,00","3.150.638.273,25","43.424.843,75","1,36"
2025-07,"3.330.865.936,00","3.150.519.920,88","180.346.015,12","5,41"
2025-08,"3.114.070.762,00","3.150.276.722,60","-36.205.960,60","-1,16"
