Mês,Valores_Previstos
2025-09,"2.229.260.823,51"
2025-10,"2.217.336.464,39"
2025-11,"2.276.673.864,31"
2025-12,"2.312.894.397,43"
2026-01,"2.352.603.584,63"
2026-02,"2.110.289.293,04"
2026-03,"2.170.712.677,03"
2026-04,"2.255.565.255,91"
2026-05,"2.195.844.844,09"
2026-06,"2.261.419.344,03"
2026-07,"2.272.331.237,26"
2026-08,"2.324.154.839,57"
