Mês,Real,Previsto,Erro,Erro %
2024-09,"3.008.023.880,00","3.073.961.516,02","-65.937.636,02","-2,19"
2024-10,"2.709.110.988,00","3.163.141.782,78","-454.030.794,78","-16,76"
2024-11,"3.255.593.384,00","3.316.912.428,99","-61.319.044,99","-1,88"
2024-12,"4.303.730.204,00","3.678.502.013,69","625.228.190,31","14,53"
2025-01,"3.375.802.187,00","3.398.720.647,09","-22.918.460,09","-0,68"
2025-02,"3.748.405.354,00","3.697.363.325,94","51.042.028,06","1,36"
2025-03,"3.025.352.021,00","3.391.198.791,94","-365.846.770,94","-12,09"
2025-04,"3.147.629.827,00","3.407.391.724,61","-259.761.897,61","-8,25"
2025-05,"3.495.537.821,00","3.634.966.008,87","-139.428.187,87","-3,99"
2025-06,"3.753.605.902,00","3.621.888.037,69","131.717.864,31","3,51"
2025-07,"3.199.025.883,00","3.427.893.273,92","-228.867.390,92","-7,15"
2025-08,"4.784.642.537,00","3.566.697.505,00","1.217.945.032,00","25,46"
